Order,Component,Type
235,恥,kanji
236,恥ずかしい,word
237,「かわいいって言われるの好きなんです」とトムは少し恥ずかしそうに言った。,sentence
238,現金,word
239,この店は現金取り引きが原則です。,sentence
240,渡す,word
241,お金、渡したの？,sentence
242,江,kanji
243,理念,word
244,戦後日本では民主主義の理念が普及した。,sentence
245,泥,kanji
246,泥棒,word
247,その村には泥棒はいない。,sentence
248,缶,kanji
249,生命,word
250,もし太陽がなければ、地球上に生命はないだろう。,sentence
251,叩,kanji
252,叩く,word
253,その生徒たちは皆手をたたいた。,sentence
254,肌,kanji
255,申請,word
256,彼女の休暇の申請は拒否された。,sentence
257,ああ,word
258,「じゃ、暇な時は何をするのが好きなの？」「あぁ、僕、絵を描いたりとかしてる」,sentence
259,芋,kanji
260,発売,word
261,あなたの本はいつ発売されるのですか。,sentence
262,寍,kanji
263,寧,kanji
264,寧ろ,word
265,あの少女は美しいというよりはむしろかわいい。,sentence
266,芝,kanji
267,発生,word
268,その国のその地域ではよく嵐が発生した。,sentence
269,鞄,kanji
270,鞄,word
271,あなたのかばんは私の机の上にありますよ。,sentence
272,卂,kanji
273,迅,kanji
274,発足,word
275,抱,kanji
276,抱く,word
277,だれでも多かれ少なかれ芸術に関心を抱いている。,sentence
278,伴,kanji
279,登録,word
280,今登録されれば、１年間無料です。,sentence
281,正確,word
282,あなたの状況分析は正確なものである。,sentence
283,伺,kanji
284,白,word
285,それは完全に白です。,sentence
286,投げる,word
287,そのボールを投げて下さい。,sentence
288,但,kanji
289,百貨,word
290,百貨店,word
291,たいていの物は百貨店で買います。,sentence
292,通う,word
293,あなたは小学校に通っているの？,sentence
294,佐,kanji
295,相場,word
296,そこ知らずの相場だ。,sentence
297,鼠,kanji
298,鼠,word
299,あの小さなネズミ見た？,sentence
300,鱚,kanji
301,鱚,word
302,キス,word
303,あなたってトムにキスしたんでしょう？,sentence
304,冶,kanji
305,相当,word
306,その語に相当するようなフランス語を知っていますか。,sentence
307,青い,word
308,あなたの青いペンがなくなってしまいました。,sentence
309,励,kanji
310,撲,kanji
311,相撲,word
312,ジェーンはイギリスで相撲を見る事ができればよいのにと思っています。,sentence
313,財布,word
314,「今いくら持ってる？」「ごめん、財布持ってきてない」,sentence
315,却,kanji
316,破壊,word
317,そのビルは地震で完全に破壊された。,sentence
318,表す,word
319,「会社」を表す英語は何ですか。,sentence
320,吟,kanji
321,確認,word
322,「もう一度ご確認ください」「分かりました」,sentence
323,スペイン,word
324,ああ！ もし私がお金持ちだったら、スペインに家を買うのに。,sentence
325,含,kanji
326,私立,word
327,個,word
328,ここに５個ともう５個持っています。,sentence
329,坑,kanji
330,秩,kanji
331,秩序,word
332,この町の秩序を守るのは難しい。,sentence
333,断る,word
334,あなたはその薬を飲むことを断るべきである。,sentence
335,壱,kanji
336,章,word
337,この問題は第3章で扱います。,sentence
338,シャツ,word
339,あなたのシャツ、いいですね。,sentence
340,妊,kanji
341,答申,word
342,届く,word
343,いつ新しいコンピューターが届くかお知りになりたくないのですか。,sentence
344,妖,kanji
345,管,word
346,割る,word
347,これはジョンに割られた窓です。,sentence
348,妨,kanji
349,範,kanji
350,範囲,word
351,この問題は我々の調査の範囲外である。,sentence
352,サッカー,word
353,あなたはどれくらいの間サッカーをやっていますか。,sentence
354,寿,kanji
355,紙,word
356,この箱は紙で出来ている。,sentence
357,我が,word
358,この湖が我が市に水を供給する。,sentence
359,尾,kanji
360,経費,word
361,経費を削減する必要があります。,sentence
362,クラブ,word
363,あなたはあのテニスクラブに入るつもりですか。,sentence
364,尿,kanji
365,結成,word
366,目標はチームを結成することです。,sentence
367,自慢,word
368,あなたの自慢話はもうたくさんだ。,sentence
369,岐,kanji
370,絵画,word
371,これは絵画だ。,sentence
372,失礼,word
373,「失礼します」と言った。ザンネンだと思う。,sentence
374,弄,kanji
375,継,kanji
376,継続,word
377,それを継続することにしたんだ。,sentence
378,留守,word
379,あなたに会いたいと言う人が、あなたの留守中に来ました。,sentence
380,忌,kanji
381,緊張,word
382,いつも緊張しています。,sentence
383,遠い,word
384,あなたの学校はここから遠いですか。,sentence
385,扶,kanji
386,緑,word
387,あなたは緑の本を持っています。,sentence
388,阪,kanji
389,大阪,word
390,この列車は東京と大阪の間を走ります。,sentence
391,抄,kanji
392,美術館,word
393,このバスは美術館まで行きますか。,sentence
394,仮令,word
395,縦,word
396,えー,word
397,私はまえもってあなたに知らせるだろう。,sentence
398,たとえ,word
399,この件については、危険はたとえあるとしてもほとんどない。,sentence
400,把,kanji
401,義務,word
402,あなたを助けるのが私の義務です。,sentence
403,諦,kanji
404,諦める,word
405,あいつら、ついに諦めてくれたよ。,sentence
406,抑,kanji
407,職場,word
408,ここがトムの職場なの？,sentence
409,賢,kanji
410,賢い,word
411,あなたは何と賢い生徒なのでしょう。,sentence
412,職業,word
413,あなたの職業がなんであれ、また、その職業にどんなに満足していても、何かほかの仕事を選べばよかったと思うときがあるものだ。,sentence
414,いらっしゃる,word
415,「どこからいらっしゃったの？」「パリですよ」,sentence
416,択,kanji
417,肩,kanji
418,肩,word
419,なんでいつもトムの肩ばっか持つの？,sentence
420,真,word
421,あなたがおいでになれないとは、まことに残念です。,sentence
422,杉,kanji
423,脳,word
424,お医者さんが、私の脳を検査したの。,sentence
425,中々,word
426,「トムのフランス語はどう？」「なかなか上手」,sentence
427,汰,kanji
428,脳死,word
429,しかし、もしその人が脳死状態であれば、二度と考えたり、しゃべったり、聞いたりすることは絶対にありません。,sentence
430,どっち,word
431,あなたはどっちを使いますか。,sentence
432,沃,kanji
433,腐,kanji
434,腐敗,word
435,与党は腐敗している、しかし野党だって同じようなものだ。,sentence
436,不注意,word
437,あなたが宿題を忘れた事は、不注意である。,sentence
438,冘,kanji
439,沈,kanji
440,自主,word
441,あっ,word
442,「あ、トム赤くなってる！」「なってねえし！」,sentence
443,沖,kanji
444,航空機,word
445,航空機は早過ぎたので、見えることさえできなかった。,sentence
446,消える,word
447,お金はどこに消えちゃったの？,sentence
448,沙,kanji
449,著者,word
450,この本の著者はまだ若い。,sentence
451,壊す,word
452,あなたは座っていたテーブルを壊しました。,sentence
453,没,kanji
454,血,word
455,「血の通った」とか、日本語の表現は面白いものがいろいろあります。,sentence
456,閉じる,word
457,あなたがしなくちゃならないのは、口を閉じたままでいるってことだけだ。,sentence
458,狂,kanji
459,行使,word
460,権利を行使する。,sentence
461,建てる,word
462,あなたはそれを、３日で建てるのですか。,sentence
463,乃,kanji
464,秀,kanji
465,償,kanji
466,補償,word
467,彼はお金でその事故の補償をした。,sentence
468,迷う,word
469,あなたは道に迷って困りましたか？?,sentence
470,肘,kanji
471,補助,word
472,ちょっと補助してくれないか？,sentence
473,止む,word
474,「雨はすぐやむかな」「やまないと思うよ」,sentence
475,肝,kanji
476,複数,word
477,マイク,word
478,ある日マイクとジェインは町へ買物をしに行きました。,sentence
479,芯,kanji
480,複雑,word
481,あれはとても複雑な機械だ。,sentence
482,悔,kanji
483,後悔,word
484,あとで後悔したりはしない。,sentence
485,芳,kanji
486,要因,word
487,その犯罪の第一の要因は何ですか。,sentence
488,確信,word
489,あなたが何を言おうとも、私は自分が正しいと確信している。,sentence
490,那,kanji
491,見込み,word
492,うちのチームが勝つ見込みはかなり大きい。,sentence
493,ドイツ語,word
494,あなたはドイツ語が話せます。,sentence
495,規定,word
496,日間,word
497,この2日間ずっと食べてばっかだったような気がする。,sentence
498,佳,kanji
499,解放,word
500,その犬を解放しなさい。,sentence
501,果たす,word
502,あなたは役割を果たしさえすればよい。,sentence
503,侍,kanji
504,解除,word
505,隠,kanji
506,隠す,word
507,「何を隠そうとしてるんだよ。」「何も。」,sentence
508,依,kanji
509,訓練,word
510,その会社では、男も女もみなよく訓練されている。,sentence
511,哩,kanji
512,哩,word
513,マイル,word
514,ここからロンドンまで８マイルだ。,sentence
515,侮,kanji
516,設立,word
517,彼はその学校を設立した。,sentence
518,常,word
519,しかしこれは昔から常にそうであったわけではない。,sentence
520,刹,kanji
521,設計,word
522,このあたらしい町はうまく設計してある。,sentence
523,ナイフ,word
524,あなたのナイフを貸してくれませんか。,sentence
525,刺,kanji
526,許可,word
527,あなたに許可を与える権限はありません。,sentence
528,はい,word
529,「あなたの辞書を使ってもいいですか」「はい、どうぞ」,sentence
530,劾,kanji
531,話し合い,word
532,あなた方は年齢に関係なく、その話し合いに参加できる。,sentence
533,早起き,word
534,あなたは早起きでしょうね。,sentence
535,卓,kanji
536,課税,word
537,課税品をお持ちですか。,sentence
538,益々,word
539,そのことを考えれば考えるほど、私はますますいやになる。,sentence
540,呪,kanji
541,請求,word
542,たとえ大会があるといっても、彼らにそんなにたくさんのお金を請求してはいけないな。,sentence
543,遠く,word
544,あまり遠くへ行かないうちに、私は彼に会った。,sentence
545,坪,kanji
546,講師,word
547,正確に言うと私は大学講師です。,sentence
548,助言,word
549,あなたのご助言には大変感謝致します。,sentence
550,警戒,word
551,兵士たちは警戒しながら国境へ向かった。,sentence
552,厳しい,word
553,あの人は私にとても厳しいようですが、本当はたいへん親切な人なのです。,sentence
554,卉,kanji
555,奔,kanji
556,谷,word
557,その谷で金が見つかったといううわさがある。,sentence
558,泊,kanji
559,泊まる,word
560,あのホテルに泊まってるんだ。,sentence
561,妬,kanji
562,財界,word
563,イタリア,word
564,あのイタリアの作家は日本ではほとんど知られていない。,sentence
565,姓,kanji
566,資本,word
567,その会社には誰でも資本参加できる。,sentence
568,新,word
569,どう考えても今は新事業を起こすべきではない。,sentence
570,尚,kanji
571,資格,word
572,クラブの会員だけがこの部屋を使用する資格を与えられている。,sentence
573,優しい,word
574,あなたって、本当に優しい人ね。,sentence
575,岬,kanji
576,資源,word
577,地球の資源は限られている。,sentence
578,甘い,word
579,うちの者はどうも犬に少し甘すぎると思う。,sentence
580,岳,kanji
581,賠,kanji
582,賠償,word
583,騙,kanji
584,騙す,word
585,あなたは誰かを騙していると本当に思っていますか？,sentence
586,弥,kanji
587,起訴,word
588,彼は殺人で起訴される。,sentence
589,鉛,kanji
590,鉛筆,word
591,「この鉛筆を使ってもいいですか」「はい、いいです」,sentence
592,弦,kanji
593,距,kanji
594,距離,word
595,「ここから駅までどのくらい距離がありますか」「約２マイルです」,sentence
596,きく,word-reading
597,あの人にきいてみよう。,sentence
598,征,kanji
599,跡,kanji
600,跡,word
601,警察は泥棒の跡を追っている。,sentence
602,麻,kanji
603,鬼,kanji
604,魔,kanji
605,邪魔,word
606,あなたの勉強を邪魔しないようにします。,sentence
607,房,kanji
608,軸,kanji
609,軸,word
610,その小説は南北戦争を軸にしている。,sentence
611,さあ,word
612,「さあ行きましょう」と彼は私に言った。,sentence
613,披,kanji
614,農家,word
615,あなた農家さんみたいだね。,sentence
616,増える,word
617,ここ数年で事故の数は増えた。,sentence
618,近代,word
619,彼は近代文学を専攻している。,sentence
620,勿論,word
621,「ご一緒してもいいですか」「もちろんです」,sentence
622,抹,kanji
623,還,kanji
624,返還,word
625,時半,word
626,2時半くらいに電話していい？,sentence
627,抽,kanji
628,迫,kanji
629,迫る,word
630,その医者は彼に死の危険が迫っていることが信じられなかった。,sentence
631,述べる,word
632,あなたは意見を述べさえすればよい。,sentence
633,拉,kanji
634,追加,word
635,これらの番号を追加できますか？,sentence
636,皿,word
637,あなたが皿を洗っている間に、私は床を掃除します。,sentence
638,拍,kanji
639,運用,word
640,曲がる,word
641,この通りを二つ目の角で左へ曲がりなさい。,sentence
642,另,kanji
643,拐,kanji
644,運輸,word
645,風呂,word
646,あなたが電話したとき、私はお風呂に入っていたのです。,sentence
647,拓,kanji
648,過程,word
649,その過程を彼に説明した。,sentence
650,ギター,word
651,あなたはまだギターを弾いているのですか。,sentence
652,拘,kanji
653,選択,word
654,あなたは本を注意深く選択しなければならない。,sentence
655,迶,kanji
656,随,kanji
657,随分,word
658,あなたはずいぶん変わりましたね。,sentence
659,拙,kanji
660,遺体,word
661,トムは娘の遺体確認をした。,sentence
662,太る,word
663,あのドレスを着ると君は太っているように見えるよ。,sentence
664,拠,kanji
665,部品,word
666,このテレビは１０年も前に作られたものなので、部品がなくて修理ができません。,sentence
667,石,word
668,あの橋は石でできています。,sentence
669,旺,kanji
670,都,word
671,住めば都。,sentence
672,壊れる,word
673,あの白い建物が地震でこわれた。,sentence
674,枕,kanji
675,重大,word
676,かなり重大な知らせがある。,sentence
677,欠点,word
678,「それが唯一の欠点だ」と彼は怒って言った。,sentence
679,卆,kanji
680,枠,kanji
681,野菜,word
682,あなたは、どこで野菜を買っていますか？,sentence
683,破る,word
684,2回も約束破られて、まだあいつのこと信用してんの？,sentence
685,枢,kanji
686,金額,word
687,あなたが使った金額は全部でいくらですか。,sentence
688,短い,word
689,このコートは私には短すぎる。,sentence
690,鉄道,word
691,その鉄道は今建設中だ。,sentence
692,屋,word
693,あなたは本当に頑張り屋さんだ。,sentence
694,殴,kanji
695,門,word
696,ある人が門のところであなたを呼んでいます。,sentence
697,浮,kanji
698,浮かぶ,word
699,ある考えが心に浮かんだ。,sentence
700,沸,kanji
701,開幕,word
702,冷たい,word
703,あの水、冷たくないよ。,sentence
704,沼,kanji
705,集中,word
706,あなたは自分がしていることに注意を集中しなければならない。,sentence
707,喫,kanji
708,喫驚,word
709,びっくり,word
710,あなたがタバコを吸っているのを見てびっくりしました。以前は吸っていなかったでしょう。,sentence
711,雰,kanji
712,雰囲気,word
713,このレストランの雰囲気が好き。,sentence
714,空く,word
715,「お腹空いた？」「いつも空いてるよ」,sentence
716,泌,kanji
717,電力,word
718,うちの大学はあまりにも大量の電力を消費している。,sentence
719,カード,word
720,このカードで、いくらまでお金が借りられますか。,sentence
721,泡,kanji
722,青,word
723,一つは青。,sentence
724,案,word
725,あなたにはもっとよい案を提案してほしい。,sentence
726,青年,word
727,その青年は急に笑い出した。,sentence
728,𦥑,kanji
729,爻,radical
730,𦥯,kanji
731,鷽,kanji
732,鷽,word
733,河,word
734,これが河？,sentence
735,賴,kanji
736,獺,kanji
737,川獺,word
738,うそ,word
739,うそをつくな、正直であれ。,sentence
740,炉,kanji
741,預金,word
742,あなたの預金はありません。,sentence
743,あう,word
744,あの靴はその服とあわない。,sentence
745,炊,kanji
746,額,word
747,トムはメアリーの額にキスをした。,sentence
748,スープ,word
749,「何作ってるの？」「カボチャのスープ」,sentence
750,玩,kanji
751,食品,word
752,あの食品はいいです。,sentence
753,慮,kanji
754,考慮,word
755,あなたがその問題を考慮に入れるのは当然だと思います。,sentence
756,盲,kanji
757,高校生,word
758,あなたは高校生ですか。,sentence
759,話し合う,word
760,あなたと話しあいたいことがあります。,sentence
761,祈,kanji
762,高齢,word
763,彼はあまりにも高齢で抵抗できなかった。,sentence
764,謝る,word
765,あなたに謝らなければならない。,sentence
766,股,kanji
767,魅,kanji
768,魅力,word
769,この本に何か魅力感じますか。,sentence
770,訳す,word
771,「俺の文は全く訳されないかもしれない」という考えが浮かんだ。,sentence
772,肢,kanji
773,黒,word
774,あなたの車って、黒なの？,sentence
775,涂,kanji
776,塗,kanji
777,塗る,word
778,あなたは何時壁を塗ってもらったのですか。,sentence
779,黒人,word
780,容疑者は黒人の男性だ。,sentence
781,斯,kanji
782,斯く,word
783,事故はかくして起こった。,sentence
784,掻,kanji
785,掻く,word
786,彼女は頭を掻いた。,sentence
787,かく,word
788,あなたの友達は他に誰かきますか。,sentence
789,肪,kanji
790,一切,word
791,それは他のいっさいに勝っている。,sentence
792,しも,word-reading
793,あなたの答えが必ずしも間違っているとは言わない。,sentence
794,肯,kanji
795,一家,word
796,トムは音楽一家の出身なんです。,sentence
797,遣り方,word
798,あなたは彼にそのやり方を聞いたほうがよい。,sentence
799,苛,kanji
800,一致,word
801,あなたの考えは私たちと一致している。,sentence
802,手伝い,word
803,あなたが私を必要とするときはいつでも、喜んでお手伝いします。,sentence
804,茎,kanji
805,不振,word
806,今の経済の不振は深刻な状況にはならないだろう。,sentence
807,官,word
808,トムは自然保護官なんだ。,sentence
809,虎,kanji
810,不正,word
811,不正に対して反対の声を上げろ。,sentence
812,ミルク,word
813,あのミルクを全部飲んだのですか。,sentence
814,透,kanji
815,透明,word
816,トムが今日透明人間を見たんだって。,sentence
817,不透明,word
818,勤勉,word
819,あなたの妹は友達の中で一番勤勉です。,sentence
820,迭,kanji
821,世紀,word
822,彼の作品は何世紀間も残るだろう。,sentence
823,明かり,word
824,あかりが消えるように人も死ぬ。,sentence
825,阻,kanji
826,丘,word
827,そのホテルは丘の上にある。,sentence
828,晴れる,word
829,「すぐに晴れるだろうか」「晴れないでしょう」,sentence
830,附,kanji
831,堅,kanji
832,中堅,word
833,向ける,word
834,「彼らはニューヨークへ向けて出発したのでしょう」「そのとおりです」,sentence
835,侯,kanji
836,中学校,word
837,この歌を聞くと私の中学校時代を思い出します。,sentence
838,％,sentence-component
839,ここに住む人の30％が一度も海を見たことがないというのは、本当ですか？,sentence
840,侵,kanji
841,中身,word
842,トムは財布の中身を見せてくれた。,sentence
843,掴,kanji
844,掴む,word
845,その男は私の腕をつかんだ。,sentence
846,侶,kanji
847,主体,word
848,辛い,word
849,あれは本当につらかったよ。,sentence
850,俊,kanji
851,主権,word
852,主権は人民にある。,sentence
853,嘗,kanji
854,嘗て,word
855,あなたはかつてボストンに住んでいたと言っていたような気がしたのですが。,sentence
856,俗,kanji
857,乗客,word
858,かなりの乗客が船に乗っていた。,sentence
859,確り,word
860,「君、若いのにしっかりしてるね」「ありがとうございます」,sentence
861,冠,kanji
862,了承,word
863,苦,word
864,なんの苦もなくその場所を見つけた。,sentence
865,穌,kanji
866,蘇,kanji
867,蘇,word
868,こそ,word
869,「トムなんで最近好きって言ってくんないの？」「メアリーの方こそなんで最近好きって言ってくんないの？」,sentence
870,孛,kanji
871,勃,kanji
872,予備,word
873,この車の予備の部品を買うことができない。,sentence
874,捕まえる,word
875,ここでタクシーをつかまえられますか。,sentence
876,勅,kanji
877,予防,word
878,それは予防できない病気だ。,sentence
879,王,word
880,それは王その人であった。,sentence
881,卑,kanji
882,人材,word
883,彼は会社にとって重要な人材だ。,sentence
884,決まる,word
885,「やっと赤ちゃんの名前が決まったんだ！」「当てさせて。トムでしょう？」「それがね、違うの。ジョンよ」,sentence
886,厘,kanji
887,人類,word
888,人類がこれほどの災害を経験したことはほとんどなかった。,sentence
889,避,kanji
890,避ける,word
891,あなたが私を避けているのはわかっている。,sentence
892,叙,kanji
893,仕方,word
894,「どうして来なかったんだ」「仕方がなかったんだよ」,sentence
895,ちゃんと,word
896,「どうしてそう言う訳をつけたの？」と聞かれて、理由がちゃんと答えられるかどうかが大切なんだと思います。,sentence
897,咲,kanji
898,代行,word
899,詰,kanji
900,詰まる,word
901,あの新しい映画は、つまらんかった。,sentence
902,咽,kanji
903,以下,word
904,あの人が３０歳以下ってことはないでしょ。,sentence
905,彼処,word
906,あすこの女の人見て！,sentence
907,哀,kanji
908,会話,word
909,その会話には参加してなかったんだ。,sentence
910,夢中,word
911,あなたに夢中なの。,sentence
912,垣,kanji
913,位置,word
914,その位置に誰を選ぶか考えがありますか。,sentence
915,見掛ける,word
916,10月からトムを見かけてないよ。,sentence
917,姻,kanji
918,体質,word
919,撮る,word
920,「あの」「なんか用？」「写真一緒に撮ってもらえませんか？」,sentence
921,威,kanji
922,作曲,word
923,ただ規則を守るだけでは、よい音楽を作曲することはできないように、よい英語を書くこともできない。,sentence
924,酔,kanji
925,酔う,word
926,あいつ酔うと人が変わるから一緒に飲みたくないんだよ。,sentence
927,瓜,kanji
928,孤,kanji
929,依然,word
930,天気は依然として雨だった。,sentence
931,黍,kanji
932,黍,word
933,きみ,word
934,「きみらはあんまりいい仕事をしていないね」私は言った。,sentence
935,封,kanji
936,保健,word
937,眼鏡,word
938,「あれは誰の眼鏡？」「彼女のよ」,sentence
939,峠,kanji
940,個性,word
941,あの人ははっきりした個性を持った人だ。,sentence
942,辺,word
943,あなた、この辺の人じゃないよね？,sentence
944,峡,kanji
945,充実,word
946,大いに充実した学生生活を送りたい。,sentence
947,興奮,word
948,あなた同様私は興奮などしていない。,sentence
949,帥,kanji
950,先に,word
951,犯す,word
952,あの男がもう１つでも間違いを犯したらクビにする。,sentence
953,幽,kanji
954,先頭,word
955,さあ出発しよう。君先頭を行きなさい。,sentence
956,パソコン,word
957,「私のパソコンどこ？」「椅子の上にあるよ」,sentence
958,弧,kanji
959,入場,word
960,入場は何時からですか。,sentence
961,差す,word
962,その言葉は大人だけでなく子供も指す。,sentence
963,怠,kanji
964,入学,word
965,こういうわけで、彼はその大学に入学した。,sentence
966,発明,word
967,あの人は発明王です。,sentence
968,怨,kanji
969,入社,word
970,育てる,word
971,その動物を育てることは可能ですか。,sentence
972,恒,kanji
973,親に対する子どもの比率が大きくなればなるほど子どもを育てるのは難しくなる。,sentence
974,入試,word
975,どうして入試に失敗したのですか。,sentence
976,室,word
977,学生は校長室へ連れて行かせられたけど、校長先生はそこにいなかったのである。,sentence
978,恨,kanji
979,入院,word
980,あれはメアリーであるはずがない。彼女は今入院中だから。,sentence
981,回す,word
982,これをほかの子供たちにも回してください。,sentence
983,全面,word
984,全面的,word
985,その点では君に全面的に賛成だ。,sentence
986,じっと,word
987,ここでじっとしていろ。,sentence
988,括,kanji
989,公害,word
990,この地域に公害はない。,sentence
991,ページ,word
